"","custid","SUBSCRIBE","Disc","Title","LastOrder","Pcode","DA_Income","DA_Under20","DA_Over60","DA_Single","NumDeliv","NumMeals","MealsPerDeliv","Healthy","Veggie","Meaty","Special","TotPurch","Weeks3Meals","Sample"
"1008",3003334,"Y","NA","NA",2018-01-30,"L9S 0V2",31.8,196,177,30,41,82,2,0,4,35,43,831.295687388629,1,"Estimation"
"1009",2011934,NA,"NA","Mrs",2018-02-25,"E8P 0P8",45.1,332,162,62,10,20,2,6,0,6,8,227.44360987097,NA,"Holdout"
"1010",3053788,"N","NA","Mrs",2017-12-05,"E7P 3V",90,310,143,69,23,46,2,8,2,1,35,569.28982758522,NA,"Estimation"
"1011",2661841,"N","NA","Ms",2018-02-16,"E4X 3R",59.2,235,116,52,26,52,2,2,7,4,39,706.028995811939,NA,"Validation"
"1012",2711435,"Y","NA","Mrs",2018-01-24,"E8P 2J",65.7,230,153,76,33,99,3,49,20,7,23,1216.81440419331,0,"Validation"
"1013",2465667,"Y","NA","Ms",2017-11-25,"T7Z 0L",37.6,111,140,33,18,54,3,15,1,9,29,660.635733112693,0,"Validation"
"1014",1761543,"N","NA","NA",2017-12-22,"J5A 1G",41,356,150,68,21,21,1,3,1,15,2,264.759073030204,NA,"Validation"
"1015",2860414,NA,"NA","Mr",2018-02-02,"E5P 2J",77,223,219,1,37,74,2,20,19,16,19,980.882025539875,3,"Holdout"
"1016",1647314,"N","Student","Mr",2018-03-01,"J8N 0S",66.5,190,130,44,22,44,2,20,1,7,16,466.958034217358,NA,"Validation"
"1017",3125998,NA,"NA","Ms",2017-12-28,"E5M 0C",58.2,148,116,38,16,48,3,19,6,22,1,496.729407817125,NA,"Holdout"
"1018",2434527,"N","NA","Mr",2018-01-28,"J1A 3L",43.3,5,126,9,40,80,2,38,0,36,6,899.61828649044,NA,"Estimation"
"1019",1612656,"N","NA","Ms",2018-02-01,"E7B 0V",48.1,177,136,41,24,72,3,33,2,20,17,758.89522536099,NA,"Validation"
"1020",2989124,NA,"Senior","Ms",2018-02-15,"E5A 0R",110.7,127,122,53,15,45,3,14,3,6,22,622.952161878347,NA,"Holdout"
"1021",1234671,NA,"NA","NA",2018-02-03,"N4X 2K1",63.5,203,164,43,14,14,1,7,0,0,7,152.628747142851,NA,"Holdout"
"1022",3050456,NA,"NA","Mrs",2018-01-31,"G0C 3L6",85.5,308,229,44,41,82,2,5,17,5,55,1128.53400652856,2,"Holdout"
"1023",1235255,"N","NA","Mr",2018-03-01,"J3T 1W6",85.7,267,222,12,26,52,2,13,1,33,5,556.400066792965,NA,"Estimation"
"1024",2360166,"N","NA","NA",2018-01-21,"J5W 0S1",85.3,71,171,46,23,46,2,19,6,0,21,550.731132078916,NA,"Estimation"
"1025",2431791,NA,"NA","Ms",2018-01-29,"G0T 0J4",75.9,209,137,57,41,41,1,9,0,6,26,428.566967111081,0,"Holdout"
"1026",1878577,"N","Student","NA",2017-12-26,"A0E 1Y1",45,127,96,33,21,42,2,35,5,1,1,505.428449045867,NA,"Estimation"
"1027",1316452,NA,"Senior","Mr",2017-12-25,"J5A 2L3",49.8,79,110,19,14,28,2,5,2,5,16,384.698541477323,NA,"Holdout"
"1028",1192880,"N","NA","Ms",2017-12-15,"J0M 3W4",85,118,103,42,17,17,1,2,0,8,7,180.080207811669,NA,"Estimation"
"1029",1133858,"N","Senior","Ms",2018-01-16,"V9G 0S7",43.8,102,145,7,23,46,2,42,2,0,2,637.316499501467,NA,"Estimation"
"1030",1191234,NA,"Student","Dr",2017-12-04,"G0R 0K",80.6,129,266,23,15,15,1,2,1,0,12,199.208103278652,NA,"Holdout"
"1031",3016778,NA,"NA","Ms",2017-12-28,"J8H 1H",59.3,294,97,22,23,46,2,3,11,2,30,530.23815061152,NA,"Holdout"
"1032",3245070,"Y","Student","NA",2018-02-13,"E8B 3A",62,75,104,62,39,78,2,47,12,19,0,915.954344820231,1,"Estimation"
"1033",1540145,NA,"Student","Mrs",2018-02-09,"G0R 1H",54.2,225,137,54,10,10,1,0,0,0,10,127.224347442389,NA,"Holdout"
"1034",1349681,"N","NA","Mr",2017-12-05,"E5B 1H",65.4,202,132,56,15,30,2,24,0,4,2,374.123128652573,NA,"Validation"
"1035",2930311,"N","Senior","Mrs",2018-02-05,"T1G 3A",87.5,190,125,33,18,18,1,11,3,0,4,226.519828610122,NA,"Estimation"
"1036",2114597,"N","NA","NA",2017-12-10,"L6A 3A",79.1,199,109,43,24,48,2,0,0,21,27,531.031645864248,NA,"Estimation"
"1037",2973316,"N","NA","Mr",2017-12-20,"E6L 2W",65.4,174,193,47,17,17,1,0,0,2,15,212.318040430546,NA,"Estimation"
"1038",2018380,"N","NA","NA",2018-01-30,"H7B 0V",NA,192,NA,NA,33,66,2,0,0,18,48,795.724079109728,NA,"Estimation"
"1039",1350344,"Y","NA","Mrs",2018-02-01,"E5J 0E",103.1,316,93,58,34,102,3,54,23,18,7,1259.40470659733,2,"Validation"
"1040",2342228,"N","NA","Mr",2018-02-18,"L7J 0W",69.9,308,135,35,16,16,1,10,1,5,0,190.906925469637,NA,"Estimation"
"1041",1146159,"N","NA","NA",2018-01-07,"J2N 1S7",79.4,231,153,51,24,48,2,9,2,16,21,646.858493417501,NA,"Estimation"
"1042",2080135,"N","NA","Mrs",2017-12-15,"N3Y 3P6",75.6,169,189,50,25,25,1,15,1,9,0,309.629711136222,NA,"Validation"
"1043",2678444,NA,"Student","Mr",2017-11-12,"S9X 1X3",50.4,284,95,26,14,28,2,3,0,7,18,332.423052467406,NA,"Holdout"
"1044",2958864,"N","NA","Mr",2018-01-08,"T1G 1Z9",51.5,100,247,32,18,54,3,0,5,37,12,612.198210988194,NA,"Validation"
"1045",1774434,"N","NA","NA",2018-02-14,"H7X 3H8",108.4,195,91,24,32,64,2,38,0,25,1,844.517922639847,NA,"Estimation"
"1046",1831581,"Y","NA","Mr",2018-01-21,"J4V 0C8",87.6,214,147,27,38,114,3,18,11,33,52,1227.38077278435,3,"Validation"
"1047",2298423,"N","NA","Mrs",2018-02-14,"T9M 1G6",84.8,252,114,6,34,68,2,28,0,14,26,882.655623778701,NA,"Validation"
"1048",1557567,"N","Senior","Mr",2018-01-25,"A1Y 2E4",73,173,116,55,14,28,2,2,2,0,24,281.243324883282,NA,"Estimation"
"1049",3117603,"N","NA","Mr",2018-01-19,"V4V 3E8",79.7,366,119,35,9,18,2,0,2,1,15,233.81835296005,NA,"Estimation"
"1050",1696918,"Y","NA","Mr",2018-02-13,"H8R 2L",73,137,124,8,26,78,3,32,22,24,0,848.741951253265,1,"Validation"
"1051",3212722,"N","NA","Mrs",2018-01-15,"T4X 1T",70.8,127,123,72,17,34,2,20,0,2,12,415.787580281496,NA,"Validation"
"1052",2979301,"Y","NA","Mr",2018-02-09,"K1E 2Y",74.5,365,116,24,16,32,2,15,0,7,10,321.931375324726,5,"Estimation"
"1053",2573078,"N","NA","Ms",2017-12-24,"G4W 0G",49.8,239,101,66,24,48,2,10,2,4,32,604.53792732954,NA,"Validation"
"1054",3171826,"N","NA","NA",2018-01-19,"L4P 1W",118,168,142,65,23,69,3,20,2,18,29,734.160652292892,NA,"Validation"
"1055",1302248,"N","NA","NA",2017-10-26,"J5A 0H",86,134,80,34,10,30,3,9,3,2,16,363.91287624836,NA,"Estimation"
"1056",2261725,"N","NA","NA",2017-12-26,"L9T 2J",65,233,191,47,9,18,2,12,0,0,6,233.83813515678,NA,"Estimation"
"1057",2578047,"N","NA","NA",2017-12-23,"J4V 2J",94.3,216,127,16,25,50,2,10,4,0,36,653.18369101733,NA,"Estimation"
"1058",3285340,"Y","NA","Dr",2018-02-09,"H9P 3P",57.5,106,107,50,39,78,2,4,8,4,62,991.33863574639,4,"Validation"
"1059",2300213,"N","Student","Ms",2017-12-31,"R4K 0G",104.2,192,119,70,15,15,1,8,1,0,6,207.648246958852,NA,"Validation"
"1060",1639178,"N","NA","Mr",2018-02-02,"T1G 0E",62.1,240,91,57,10,10,1,3,0,2,5,110.864552743733,NA,"Estimation"
"1061",1533585,"N","NA","Ms",2018-01-06,"E8T 3S3",NA,231,NA,NA,31,62,2,20,8,1,33,786.184747509658,NA,"Validation"
"1062",3124528,NA,"NA","Mrs",2018-02-14,"J6N 0T0",97.3,116,173,17,17,34,2,21,0,0,13,430.272703848779,NA,"Holdout"
"1063",1438097,"N","NA","Mr",2018-02-21,"A2H 0A1",92.6,338,136,44,16,16,1,2,0,12,2,160.956491947174,NA,"Estimation"
"1064",1788903,NA,"Senior","Dr",2017-12-12,"G3Z 3W6",54.5,124,117,22,11,22,2,4,0,0,18,240.696913041174,NA,"Holdout"
"1065",2311811,"N","NA","NA",2018-01-03,"H7M 3P8",41.8,213,275,14,21,42,2,0,2,8,32,570.724765710533,NA,"Estimation"
"1066",2432840,NA,"NA","Dr",2017-12-16,"E6J 1G9",33.3,276,164,27,15,15,1,0,1,0,14,165.844634352252,NA,"Holdout"
"1067",3296072,"N","Senior","NA",2018-01-23,"P8N 0L7",64.6,205,204,10,25,75,3,26,2,8,39,1019.46261813864,NA,"Estimation"
"1068",2616358,"N","NA","NA",2017-11-28,"N7G 3K3",33.3,302,216,56,16,32,2,24,3,0,5,353.674441933632,NA,"Validation"
"1069",1337530,"N","NA","Ms",2018-02-06,"J8A 0T8",53.7,390,136,47,22,44,2,22,18,1,3,489.827057369053,NA,"Validation"
"1070",3175983,"N","NA","Mr",2018-01-22,"K7G 1Y",73.3,278,134,63,31,62,2,3,3,17,39,771.615123562515,NA,"Validation"
"1071",2971037,NA,"NA","Ms",2018-02-22,"G5H 3S",87.1,269,178,2,21,21,1,2,5,0,14,222.460666889325,NA,"Holdout"
"1072",1141759,"N","NA","NA",2018-01-17,"G5B 1H",53.6,128,263,39,15,45,3,3,13,29,0,621.90761430189,NA,"Estimation"
"1073",2319010,NA,"NA","Ms",2018-02-08,"E7L 3L",67.5,318,198,48,17,34,2,3,0,3,28,410.384394790977,NA,"Holdout"
"1074",2072401,"N","NA","Mrs",2017-11-20,"B2T 2W",75.1,196,221,39,9,18,2,5,0,1,12,243.304819408804,NA,"Estimation"
"1075",2641237,"N","NA","NA",2017-12-13,"J2W 0H",104.4,228,161,29,26,52,2,0,10,6,36,636.352551266551,NA,"Validation"
"1076",1781946,"N","NA","Mr",2017-12-31,"G5T 2B",50.8,208,267,69,18,36,2,0,15,2,19,406.265269137919,NA,"Estimation"
"1077",1912481,"N","NA","NA",2018-01-29,"E7B 3X",37.9,187,99,65,25,50,2,18,3,4,25,670.706755388528,NA,"Estimation"
"1078",3077294,"N","NA","NA",2018-01-10,"V0L 3S",NA,345,NA,NA,18,18,1,13,0,0,5,184.37419655174,NA,"Estimation"
"1079",1661976,"Y","NA","NA",2018-02-14,"B1B 1J",81.1,343,131,45,40,120,3,89,10,1,20,1404.84234631062,4,"Estimation"
"1080",1383435,"N","NA","NA",2018-02-18,"H0H 2B",68.8,140,187,19,18,36,2,1,9,7,19,422.14261867851,NA,"Estimation"
"1081",1537581,"N","Student","NA",2018-01-17,"B0V 2H9",85.4,170,147,36,30,60,2,18,0,15,27,732.744326144457,NA,"Estimation"
"1082",3044363,"N","NA","Mr",2018-01-10,"J6R 3P0",67.2,199,167,43,17,34,2,7,0,8,19,378.28414971754,NA,"Validation"
"1083",1955565,"Y","NA","NA",2018-02-24,"L9N 0L2",77.9,114,227,25,49,49,1,4,29,2,14,672.871457604691,1,"Estimation"
"1084",2266456,"Y","NA","Ms",2018-02-18,"B1K 1E1",74.5,243,149,11,44,25,0.568181818181818,12,0,3,10,253.790003387257,2,"Validation"
"1085",3098552,NA,"NA","NA",2018-01-02,"L3V 1R5",70.5,241,108,5,9,27,3,8,1,0,18,323.085435457528,NA,"Holdout"
"1086",2941878,"Y","NA","NA",2018-02-25,"G0S 1C4",57.5,294,196,53,50,100,2,2,27,22,49,1238.92969638109,1,"Estimation"
"1087",1520056,"N","Senior","Ms",2018-01-15,"T1L 2L5",95.2,141,111,42,23,69,3,20,9,0,40,924.084896950051,NA,"Validation"
"1088",1579889,"N","Senior","Mr",2017-12-21,"T1P 0G1",61.9,270,102,32,15,45,3,6,9,30,0,561.430253237486,NA,"Validation"
"1089",3319732,"N","NA","Mrs",2017-12-11,"V1R 2A4",83.3,264,125,37,22,66,3,2,0,37,27,738.15230634436,NA,"Estimation"
"1090",2782319,NA,"NA","Ms",2018-02-17,"B1K 2R",73.3,189,111,57,26,52,2,12,12,19,9,576.395485982299,1,"Holdout"
"1091",1238346,"N","NA","NA",2018-02-04,"J0M 0C",105.6,111,190,46,11,22,2,0,8,2,12,257.801474858075,NA,"Validation"
"1092",2360362,"N","NA","Mrs",2018-01-05,"J0E 1H",84.2,182,130,25,15,30,2,25,3,2,0,364.838070329279,NA,"Estimation"
"1093",3186199,"N","Senior","Mrs",2018-02-02,"H7X 3L",63.2,316,134,5,21,42,2,23,0,8,11,482.88815331459,NA,"Estimation"
"1094",1653570,"N","NA","Mrs",2018-02-15,"M8V 2J",69.8,250,180,39,20,60,3,10,0,4,46,604.931297935545,NA,"Estimation"
"1095",1344504,"N","NA","NA",2017-11-17,"E5M 3X",67.5,241,89,61,13,39,3,9,0,7,23,440.878003086895,NA,"Validation"
"1096",1239512,NA,"NA","NA",2018-02-06,"E4T 0H",28.2,1,167,23,15,15,1,0,0,4,11,166.328219370916,NA,"Holdout"
"1097",1592935,"N","NA","NA",2017-12-29,"H3J 1L",103.9,201,158,63,12,12,1,2,0,0,10,125.046011254191,NA,"Estimation"
"1098",2766249,NA,"NA","Mr",2017-12-30,"G6G 0C",91.3,243,148,52,17,34,2,17,3,14,0,363.731011446565,NA,"Holdout"
"1099",2897674,"N","NA","NA",2018-01-24,"E2A 1T",54.7,120,208,56,24,48,2,0,2,45,1,529.11360669136,NA,"Validation"
"1100",2824702,"N","NA","NA",2018-02-12,"E5T 3G",77.6,166,236,30,23,46,2,42,0,0,4,539.614030297846,NA,"Estimation"
"1101",2642843,"N","Senior","Mr",2018-01-17,"K9V 2C1",74.8,222,193,35,36,72,2,44,1,4,23,808.075158163905,NA,"Estimation"
"1102",2053588,NA,"Senior","NA",2018-02-18,"B1G 3Z9",47.3,211,224,0,39,39,1,8,5,6,20,545.553953049704,NA,"Holdout"
"1103",3241594,"N","NA","NA",2017-12-19,"T4L 0G4",99.8,267,222,19,10,20,2,8,0,11,1,228.946346007288,NA,"Validation"
"1104",1782297,"N","Senior","Ms",2017-12-11,"E4H 0Z5",65,190,118,35,21,42,2,20,0,1,21,513.076331578195,NA,"Estimation"
"1105",1716826,"Y","NA","NA",2017-12-01,"G6G 1L2",73.7,196,135,44,20,60,3,37,2,17,4,617.539694085717,2,"Validation"
"1106",1680736,NA,"Senior","Ms",2018-02-06,"E1J 2Y1",78.1,275,200,34,27,27,1,14,1,3,9,338.522125566378,NA,"Holdout"
"1107",2809008,"N","NA","Mrs",2017-12-14,"R9A 2T9",50.1,203,175,15,16,32,2,0,2,8,22,418.666500926018,NA,"Estimation"
"1108",2079671,"N","NA","NA",2017-12-09,"K2S 1Z3",48.3,110,135,27,19,38,2,32,0,1,5,529.385288760066,NA,"Validation"
"1109",2218915,"N","Senior","Mrs",2018-02-03,"T4V 0R3",69,137,184,70,24,24,1,7,0,7,10,295.232054784894,NA,"Estimation"
"1110",3261109,NA,"NA","NA",2018-01-02,"R5G 2J",81.5,254,124,53,17,34,2,25,6,0,3,406.106286939234,NA,"Holdout"
"1111",2180591,NA,"Student","Mr",2017-12-20,"J0X 2W",71.5,253,114,44,17,34,2,16,3,11,4,345.157864194363,NA,"Holdout"
"1112",2000386,"N","NA","Mrs",2018-01-12,"E8A 3R",84.1,249,132,60,20,40,2,15,5,7,13,510.201963335276,NA,"Validation"
"1113",2780542,NA,"NA","Ms",2018-01-30,"K7G 0Y",76.7,237,172,57,12,12,1,4,3,4,1,130.070426166058,NA,"Holdout"
"1114",2618817,"Y","Senior","NA",2018-02-03,"G6L 3T",80.9,279,142,45,41,41,1,1,9,9,22,520.943759893999,0,"Estimation"
"1115",2275485,NA,"Senior","Mr",2018-02-26,"B2E 1P",41.9,169,182,28,14,28,2,4,2,5,17,359.217786282301,NA,"Holdout"
"1116",2850759,"Y","NA","Mr",2018-02-10,"R1A 1W",83.5,298,161,50,11,11,1,6,0,5,0,122.485312312841,2,"Estimation"
"1117",2968923,"N","NA","Ms",2018-02-15,"G5V 1H",54.2,106,136,51,15,45,3,16,5,5,19,491.245542727411,NA,"Estimation"
"1118",2095729,"N","NA","Ms",2017-12-08,"J8N 2W",60.7,253,123,21,22,44,2,0,10,0,34,456.145706556737,NA,"Validation"
"1119",2509808,NA,"NA","NA",2017-12-09,"M4W 2R",67.9,172,158,48,20,60,3,16,4,8,32,796.524635776877,NA,"Holdout"
"1120",1475277,NA,"NA","NA",2018-01-19,"J5R 0V",37,249,129,2,21,42,2,6,0,0,36,500.371687285602,NA,"Holdout"
"1121",2334121,"N","Senior","NA",2017-12-26,"N3Y 0L3",68,191,89,8,27,54,2,3,4,18,29,705.520554028451,NA,"Estimation"
"1122",2109120,"N","NA","NA",2017-12-12,"L7B 0K9",61.2,166,181,39,13,39,3,12,7,9,11,438.961635824293,NA,"Estimation"
"1123",2407956,NA,"NA","Ms",2018-01-24,"E3E 3C8",55.6,203,144,27,11,11,1,0,1,0,10,123.819847494364,NA,"Holdout"
"1124",2199006,"N","Senior","NA",2018-02-17,"M1B 2Y6",58.9,221,126,7,8,16,2,0,0,2,14,160.656290113926,NA,"Estimation"
"1125",1901224,NA,"NA","Dr",2018-02-21,"L7J 1W0",94.9,199,148,31,18,36,2,4,3,0,29,365.116481736302,NA,"Holdout"
"1126",3259326,"N","Senior","Mrs",2018-02-27,"B2G 2Z3",44.8,186,129,39,21,42,2,1,2,3,36,453.841678105295,NA,"Validation"
"1127",1196500,"Y","Senior","Mrs",2017-12-23,"T4X 2L5",65.7,137,208,36,13,26,2,2,1,9,14,309.621526733041,3,"Validation"
"1128",2021695,"N","NA","Mr",2017-12-08,"L9S 0V2",20.6,283,128,76,24,48,2,5,5,1,37,559.25912502408,NA,"Estimation"
"1129",2263886,"N","NA","Mr",2018-02-25,"E8P 0P8",56.5,203,169,53,14,42,3,10,0,7,25,547.181491389871,NA,"Estimation"
"1130",3173116,NA,"Senior","Mr",2017-12-28,"E7P 3V",60,218,168,10,21,42,2,15,16,10,1,577.617840752006,NA,"Holdout"
"1131",2559122,"N","Senior","Mr",2018-02-06,"E4X 3R",100.8,293,147,16,24,24,1,3,4,11,6,259.289869263768,NA,"Estimation"
"1132",1542969,"Y","NA","NA",2018-02-15,"E8P 2J",50.8,319,220,30,46,46,1,17,4,5,20,515.791634343565,4,"Validation"
"1133",1384872,NA,"Senior","Ms",2017-12-04,"T7Z 0L",52.6,308,110,30,23,46,2,0,0,23,23,553.380223084241,NA,"Holdout"
"1134",1782664,NA,"NA","NA",2018-01-02,"J5A 1G",42,177,213,46,29,58,2,19,2,21,16,677.544852897525,NA,"Holdout"
"1135",3252570,"N","NA","NA",2017-11-06,"E5P 2J",73.6,246,142,21,12,24,2,0,5,10,9,323.174292549491,NA,"Estimation"
"1136",1805715,"N","NA","Mr",2018-01-26,"J8N 0S",93.1,314,168,42,12,24,2,17,3,0,4,246.825316518545,NA,"Estimation"
"1137",2924002,"N","NA","Mrs",2018-02-09,"E5M 0C",46,107,83,24,26,78,3,49,5,7,17,1089.81582936645,NA,"Estimation"
"1138",2847259,NA,"Senior","Mr",2018-01-29,"J1A 3L",61.5,104,84,63,24,24,1,4,0,0,20,300.281385049224,NA,"Holdout"
"1139",3080652,"Y","NA","Mrs",2018-02-18,"E7B 0V",97.3,208,244,40,33,66,2,0,2,17,47,789.529395796359,0,"Validation"
"1140",2211764,NA,"NA","Mrs",2018-02-08,"E5A 0R",56.3,158,161,50,24,24,1,14,1,5,4,258.3765450418,NA,"Holdout"
"1141",2473595,"Y","NA","Ms",2018-02-24,"N4X 2K1",83.7,352,172,41,19,57,3,41,9,6,1,635.814173396677,4,"Estimation"
"1142",2641240,NA,"Senior","Ms",2018-02-12,"G0C 3L6",77.8,287,179,24,42,84,2,0,19,40,25,892.088710963726,0,"Holdout"
"1143",1319364,NA,"NA","Ms",2018-01-24,"J3T 1W6",43.9,12,163,33,22,66,3,53,7,3,3,730.546124573797,NA,"Holdout"
"1144",3184820,"Y","NA","Dr",2018-01-03,"J5W 0S1",94.3,83,96,58,15,30,2,13,4,13,0,302.677218653262,4,"Validation"
"1145",2473919,"Y","NA","Ms",2018-01-23,"G0T 0J4",85.9,258,137,36,38,76,2,20,8,6,42,793.611265167594,3,"Validation"
"1146",1301152,"N","NA","NA",2018-01-26,"A0E 1Y1",60.2,226,163,45,12,24,2,0,0,16,8,253.467864453793,NA,"Estimation"
"1147",1816707,"N","NA","Mr",2018-02-18,"J5A 2L3",51.9,349,224,45,32,96,3,39,0,1,56,1264.60196882486,NA,"Validation"
"1148",1634511,"N","NA","Ms",2018-02-01,"J0M 3W4",62.2,214,97,40,13,13,1,1,0,1,11,140.274631571025,NA,"Estimation"
"1149",2938528,NA,"NA","NA",2018-01-20,"V9G 0S7",86.3,328,71,24,27,81,3,0,26,3,52,1007.90144407377,NA,"Holdout"
"1150",1643366,"N","Senior","Mrs",2017-11-11,"G0R 0K",58.7,62,103,30,15,30,2,13,1,4,12,373.92927730456,NA,"Estimation"
"1151",2514063,"N","Senior","Mr",2017-12-28,"J8H 1H",32.5,125,99,29,10,20,2,4,3,6,7,223.640324026346,NA,"Validation"
"1152",3286824,"Y","NA","Mrs",2018-02-12,"E8B 3A",67.1,211,203,63,34,68,2,3,1,1,63,860.589492678642,2,"Estimation"
"1153",2456644,NA,"Student","Ms",2018-01-27,"G0R 1H",85.4,165,123,42,23,69,3,59,10,0,0,864.463253265247,NA,"Holdout"
"1154",1995421,"N","NA","NA",2018-02-13,"E5B 1H",46.8,143,91,50,28,56,2,27,5,11,13,693.078998804092,NA,"Estimation"
"1155",2131971,NA,"Senior","NA",2018-01-05,"T1G 3A",65.2,117,157,44,22,66,3,0,23,0,43,758.730682790279,NA,"Holdout"
"1156",2457545,"N","Student","NA",2018-01-19,"L6A 3A",45.6,162,171,28,9,9,1,0,0,1,8,121.877299016342,NA,"Estimation"
"1157",2726499,"N","NA","NA",2017-12-13,"E6L 2W",72.3,91,147,32,14,28,2,19,0,0,9,355.037630736828,NA,"Estimation"
"1158",2885677,"N","Senior","Mr",2018-01-17,"H7B 0V",67.4,152,199,24,25,50,2,12,0,13,25,603.344960976392,NA,"Estimation"
"1159",1589141,"Y","NA","Ms",2018-02-08,"E5J 0E",69.3,263,190,41,35,105,3,12,48,45,0,1179.34119841084,1,"Validation"
"1160",1797884,NA,"Senior","Mr",2018-02-11,"L7J 0W",57.6,146,120,60,16,16,1,0,0,0,16,214.67850369215,NA,"Holdout"
"1161",2883671,NA,"NA","NA",2018-02-20,"J2N 1S7",55.8,264,157,33,40,80,2,32,32,7,9,902.978192269802,NA,"Holdout"
"1162",2497718,"N","NA","NA",2017-12-06,"N3Y 3P6",87.4,223,113,37,16,16,1,6,4,5,1,183.667040318251,NA,"Validation"
"1163",1320429,NA,"NA","NA",2018-01-01,"S9X 1X3",72.1,227,240,30,10,20,2,4,4,3,9,218.993814624846,NA,"Holdout"
"1164",2194786,NA,"NA","NA",2018-02-09,"T1G 1Z9",66.3,49,120,41,37,74,2,7,8,16,43,996.771144654602,NA,"Holdout"
"1165",3079020,"N","NA","NA",2018-02-01,"H7X 3H8",5.7,65,195,18,12,12,1,6,0,0,6,164.587651111186,NA,"Validation"
"1166",1976889,"N","NA","NA",2018-02-11,"J4V 0C8",NA,209,NA,NA,30,90,3,16,13,21,40,1090.51584100351,NA,"Estimation"
"1167",2259108,NA,"Student","Mr",2018-02-12,"T9M 1G6",85.3,322,117,39,17,34,2,9,0,7,18,439.032394897193,NA,"Holdout"
"1168",1232095,NA,"NA","Ms",2018-01-21,"A1Y 2E4",NA,266,NA,NA,29,58,2,29,0,8,21,704.748016770929,NA,"Holdout"
"1169",2418950,NA,"NA","NA",2017-12-21,"V4V 3E8",45.8,192,175,28,18,36,2,27,4,2,3,361.722026199102,NA,"Holdout"
"1170",2650773,"N","NA","NA",2018-01-29,"H8R 2L",61.2,288,139,17,34,68,2,7,16,43,2,936.326757580042,NA,"Estimation"
"1171",3047031,NA,"NA","Mrs",2017-12-04,"T4X 1T",62.5,190,157,46,16,48,3,8,6,0,34,513.964900195599,NA,"Holdout"
"1172",1972865,"N","NA","NA",2018-02-02,"K1E 2Y",60,199,138,70,14,28,2,7,3,2,16,356.297609768808,NA,"Estimation"
"1173",1163138,NA,"Senior","NA",2018-01-16,"G4W 0G",79.9,307,174,38,19,38,2,24,0,11,3,384.720253001899,NA,"Holdout"
"1174",1519916,NA,"NA","Mr",2018-01-13,"L4P 1W",100.4,116,294,30,19,38,2,10,0,0,28,383.077693104744,NA,"Holdout"
"1175",1261342,NA,"NA","NA",2018-02-17,"J5A 0H",89.8,189,187,70,22,44,2,37,0,5,2,505.417669385672,NA,"Holdout"
"1176",1472824,NA,"NA","Ms",2017-12-15,"L9T 2J",94.9,139,138,37,11,11,1,2,0,2,7,123.896532896906,NA,"Holdout"
"1177",2274888,"N","Student","Ms",2017-12-27,"J4V 2J",63.4,161,125,63,20,40,2,5,0,10,25,465.770414844155,NA,"Estimation"
"1178",2514420,"N","NA","Mrs",2018-02-26,"H9P 3P",86.9,86,218,29,28,56,2,6,13,21,16,694.312298998237,NA,"Validation"
"1179",2340164,NA,"NA","Mr",2018-02-02,"R4K 0G",50.4,208,177,31,20,40,2,2,13,25,0,518.079478591681,NA,"Holdout"
"1180",1498158,"Y","NA","NA",2018-02-10,"T1G 0E",67.2,268,163,36,45,45,1,18,2,10,15,526.797882663086,1,"Estimation"
"1181",2101572,"N","Student","Mr",2018-01-03,"E8T 3S3",113.7,193,125,68,29,58,2,10,0,6,42,730.04513483122,NA,"Estimation"
"1182",1350861,"N","NA","NA",2017-11-28,"J6N 0T0",69.7,179,259,59,21,42,2,17,0,1,24,485.097092729062,NA,"Estimation"
"1183",2435736,"Y","Senior","Mr",2018-01-17,"A2H 0A1",63.9,242,164,45,29,87,3,52,21,11,3,1107.14626021497,1,"Validation"
"1184",2055607,NA,"NA","NA",2018-01-05,"G3Z 3W6",58.3,294,126,74,15,30,2,5,9,9,7,321.134428884834,NA,"Holdout"
"1185",3031963,"N","NA","Mr",2017-11-03,"H7M 3P8",85.4,269,107,20,7,14,2,7,1,6,0,185.219498310238,NA,"Validation"
"1186",2871140,NA,"NA","NA",2018-02-08,"E6J 1G9",112.1,255,201,29,44,88,2,67,0,21,0,1024.13662575185,8,"Holdout"
"1187",2579426,"N","NA","Mr",2018-02-02,"P8N 0L7",78.2,298,175,50,13,13,1,0,3,1,9,133.164665255696,NA,"Estimation"
"1188",1446797,NA,"NA","Mr",2018-02-14,"N7G 3K3",64.8,130,255,38,15,30,2,9,0,11,10,321.205448862165,NA,"Holdout"
"1189",2130102,"Y","NA","Dr",2018-02-25,"J8A 0T8",111.5,195,208,44,21,63,3,1,21,3,38,645.332141272724,2,"Validation"
"1190",1789673,"N","Senior","Ms",2018-02-21,"K7G 1Y",54.4,265,97,27,33,66,2,0,6,22,38,675.904284965247,NA,"Validation"
"1191",2021998,NA,"NA","NA",2018-01-29,"G5H 3S",92.6,158,187,35,33,33,1,0,8,0,25,334.611946145073,NA,"Holdout"
"1192",2506344,"N","NA","NA",2018-01-25,"G5B 1H",61.6,250,113,46,18,36,2,8,1,2,25,402.469514429569,NA,"Validation"
"1193",2944265,"N","Senior","Mrs",2017-12-02,"E7L 3L",49.6,205,155,80,22,44,2,28,16,0,0,580.468620792031,NA,"Estimation"
